521,341,328,331,315,335,308,331,19760,311,285,289,279,298,299,284,305,6031,344,279,277,294,285,286,291,281,6133,307,314,327,239,235,226,234,222,6461,271,236,232,223,216,216,213,228,6510,241,226,230,225,217,214,231,227,6656,254,222,225,217,226,241,227,227,6621,253,225,26426,244,225,249,15040,379,219,231,224,228,220,224,223,224,216,212,230,5617,256,230,216,229,215,227,240,229,245,227,226,225,5751,271,223,236,220,222,196,191,206,202
430
2531,2446,2213,2261,2085,2034,1966,2006,1941,1925,1986,1886,1803,1727,1806,1554,1647,1647,1636,1632,1540,1522,1639,1557,1667,1567,1572,1527,1532,1552,1527,1570,1569,1566,1603,1553,1547,1647,1541,1603,1548,1512,1561,1513,1643,1509,1673,1499,1548,1587,1602,1510,1654,1565,1702,1547,1656,1500,1607,1597,1566,1600,1594,1562,1581,1609,1473,1636,1607,1592,1544,1514,1463,1581,1547,1601,1586,1592,1659,1553,1610,1531,1605,1550,1606,1580,1471,1524,1586,1521,1531,1582,1554,1544,1586,1570,1510,1726,1530,1559,1529,1598,1552,1440,1510
1049,993,1020,1051,1035,1042,1041,937,924,945,926,949,941,938,935,951,904,917,911,910,928,920,987,899,917,895,918,913,917,904,910,892,1053,896,913,1438,919,915,877,922,894,959,915,903,895,893,901,913,881,906,894,967,931,891,923,892,920,970,912,889,890,884,918,875,881,906,910,907,850,904,869,924,874,898,885,880,865,866,854,872,887,895,899,852,901,858,893,887,879,874,886,869,857,844,865,883,844,885,820,878,827,806,822,814,816




