18

2312:2312202,8339:3152416,13446:2314903,19465:3164954,24618:2317121,30587:3148937,35670:2311802,41648:3157013,47531:3113378,52780:2331318,58863:3150495,64260:2386880,70902:3507009,76316:2388708,82411:3279276,88600:3297230,94079:2579154,100255:3272600
5186:2874335,11131:2791898,16300:2853608,22300:2835365,27437:2819627,33358:2771539,38490:2819930,44417:2769301,50449:2917919,55712:2932023,61872:3009213,67394:3134608,73927:3025063,79131:2815101,85303:2891581,91499:2898801,96981:2902760,103094:2838721
