9
157:157566,341:183934,500:158954,727:227196,927:199967,1073:146126,1267:194092,1482:214987,1631:148311,1779:148180,1925:146152,2071:145845,2072:910,2220:147833,2300:80617,2417:116962,2535:118053,2614:78414,2760:146703,2838:77857,2989:151125,3134:144314,3335:201434,3514:178783,3738:224522,3887:148580,4019:131914,4138:119495,4318:179132,4467:149030,4590:123368,4770:180544,4891:120677,5040:148842,5193:152701,5345:152776,5494:148688,5643:148830,5790:147441,5936:145769,6081:145229,6227:145919,6374:146241,6520:146711,6639:119036,6756:116439,6901:144869,7046:145784,7163:116944,7280:116120,7444:164209,7594:150309,7760:165547,7954:194053,8096:141976,8241:144816,8357:116128,8482:124889,8703:221620,8820:116551,9011:191152,9089:77805,9089:663,9212:122919,9431:218568,9510:78711,9630:120612,9778:147695,9779:722,9896:117511,10054:157504,10218:164829,10373:154090,10535:162523,10714:178569,10874:160008,11019:145485,11184:164882,11349:165434,11428:78697,11575:146482,11721:146378,11903:181585,11980:77777,12127:146664,12272:145158,12390:118242,12536:145959,12675:138646,12677:1723,12799:121902,12799:636,12800:743,12996:195522,13195:199823,13345:149657,13537:192076,13713:175381,13834:121630,13979:145003,14132:152446,14277:145314,14422:145352,14568:145929,14569:627,14667:97814,14812:145496,14958:145347,15103:145349,15248:145067,15326:77746,15326:648,15444:118077,15577:132386,15655:78172,15801:145682,15919:117980,16067:148569,16179:112087,16295:116119,16471:175056,16549:78160,16695:146709,16841:145651,16957:116421,17103:145442,17268:164830,17492:224356,17640:147569,17830:189915,17830:568,17952:121802,18118:166109,18308:190046,18520:211452,18684:164037,18775:91737,18894:118699,19120:226010,19253:132837,19448:195071,19640:192194,19786:145891,19953:167195,20143:189725,20263:119458,20407:144821,20408:540,20557:149156,20720:162445,20868:148301,21007:139373,21162:154603,21162:688,21317:154254,21483:166673,21636:152823,21799:163107,21800:647,21946:146067,22136:190057,22281:145305,22360:78467,22528:167703,22650:121907,22797:147564,22944:146790,23089:145026,23233:144545,23354:120436,23498:144298,23645:146431,23766:121319,23864:98184,24010:145860,24157:146560,24302:145543,24426:124171,24594:167637,24784:189977,24949:164847,25138:189725,25260:121056,25405:145370,25551:145648,25669:118888,25815:145576,25934:118887,26051:117251,26356:305167,26485:128708,26629:144148,26775:145746,26922:146678,27109:187549,27256:146640,27402:146245,27520:117850,27665:145237,27812:146822,27813:576,27933:120385,28081:147550,28200:119056,28278:78345,28423:144907,28569:146345,28746:176544,28919:172796,29068:149078,29236:168081,29352:116429,29551:198573,29755:204092,29952:196900,30071:119710,30220:148024,30339:119258,30516:177009,30681:165622,30833:151990,30979:145706,31099:119685,31247:148414,31392:144639,31538:145761,31539:1078,31691:152575,31842:150243,31988:146007,32182:194275,32280:98086,32401:120653,32518:117129,32635:117205,32755:120158,32934:179236,33053:119079,33174:120085,33252:78230,33398:146039,33516:117970,33661:145552,33806:144814,33925:118567,34071:146200,34242:170662,34389:147685,34534:144828,34612:78016,34613:777,34691:78164,34836:145413,34981:144703,35127:145450,35272:145751,35420:147412,35421:673,35610:189438,35748:137727,35748:595,35879:130381,36121:242692,36277:155607,36488:210749,36608:120631,36766:157940,36924:157535,37091:166913,37234:142883,37367:133670,37529:161254,37674:145298,37823:148930,37941:118640,38093:151625,38239:145516,38357:118348,38502:145257,38581:78458,38726:145668,38871:144490,38949:77828,39067:117833,39241:174631,39387:146041,39533:145962,39699:165460,39777:78777,39923:145991,40069:145930,40189:119689,40336:146758,40529:192733,40530:1117,40677:147382,40793:116214,40946:153078,41147:200822,41389:241323,41554:165582,41674:119718,41820:145694,42036:215978,42186:150493,42266:80321,42389:122165,42571:182312,42712:140729,42875:163039,42953:78780,42954:676,43113:159099,43264:151063,43265:858,43384:119393,43504:119970,43623:118554,43962:339340,44138:175959,44283:144950,44437:153613,44602:165267,44793:191183,44794:888,44936:141260,45055:119739,45056:533,45134:78350,45135:653,45281:145704,45429:148009,45574:145924,45697:122590,45846:148854,45941:94845,45941:558,46064:123009,46184:119796,46363:179145,46489:125258,46490:1001,46718:228573,46846:127395,47075:229023,47271:196257,47462:191477,47463:786,47655:191740,47804:148713,47968:164520,48136:168018,48305:168862,48473:168078,48619:146055,48620:708,48766:146182,48916:149995,49111:195315,49234:122497,49427:192756,49544:117058,49662:118293,49806:144520,49885:78505,50002:116596
2257:2257254,7588:1722857,14058:2522170,19288:1742622,24423:1625353,30656:2670412,35929:1694157,41336:1659398,47091:2584659
5865:3608538,11536:3947495,17545:3487474,22797:3508500,27985:3562692,34234:3578395,39676:3747367,44506:3169943,50452:3361220
