493568,1892,3491
495616,1899,3529
497664,1907,3482
499712,1904,3552
501760,2066,3555
503808,2124,3568
505856,2135,3548
507904,2138,3578
509952,2142,3558
512000,1962,3578
514048,1958,3498
516096,1981,3578
518144,1963,3538
520192,1994,3570
522240,1983,3524
524288,1986,3606
526336,2145,3575
528384,2001,3612
530432,2165,3623
532480,2225,3631
534528,2188,3590
536576,2241,3618
538624,2249,3608
540672,2254,3618
542720,2258,3618
544768,2265,3623
546816,2272,3604
548864,2080,3629
550912,2074,3552
552960,2096,3614
555008,2084,3579
557056,2086,3619
559104,2096,3581
561152,2107,3641
563200,2111,3583
565248,2346,3656
567296,2295,3634
569344,2124,3649
571392,2316,3651
573440,2372,3669
575488,2334,3637
577536,2385,3662
579584,2392,3649
581632,2401,3666
583680,2409,3674
585728,2183,3655
587776,2370,3650
589824,2430,3673
591872,2438,3660
593920,2444,3679
595968,2453,3681
598016,2459,3687
600064,2469,3694
602112,2475,3693
604160,2482,3692
606208,2248,3708
608256,2443,3707
610304,2502,3707
612352,2510,3690
614400,2272,3725
616448,2478,3691
618496,2532,3723
620544,2485,3700
622592,2547,3448
624640,2507,3707
626688,2328,3737
628736,2320,3661
630784,2580,3727
632832,2530,3734
634880,2589,3741
636928,2596,3766
638976,2611,3766
641024,2616,3740
643072,2620,3752
645120,2626,3768
647168,2371,3748
649216,2382,3699
651264,2389,3764
653312,2397,3692
655360,2415,3753
657408,2616,3750
659456,2415,3777
661504,2632,3443
663552,2697,3844
665600,2650,3784
667648,2709,3799
669696,2710,3815
671744,2721,3803
673792,2728,3816
675840,2735,3799
677888,2743,3832
679936,2482,3797
681984,2708,3796
684032,2764,3818
686080,2768,3806
688128,2779,3831
690176,2741,3820
692224,2520,3877
694272,2529,3748
696320,2810,3842
698368,2765,3828
700416,2828,3839
702464,2779,3836
704512,2565,3832
706560,2559,3783
708608,2578,3863
710656,2577,3805
712704,2596,3860
714752,2590,3793
716800,2611,3871
718848,2606,3796
720896,2897,3866
722944,2854,3854
724992,2621,3853
727040,2868,3887
729088,2921,3918
731136,2939,3896
733184,2941,3878
735232,2949,3894
737280,2955,3895
739328,2963,3883
741376,2969,3924
743424,2974,3885
745472,2985,3897
747520,2992,3888
749568,2999,3923
751616,3006,3894
753664,3015,3910
755712,3022,3899
757760,3034,3930
759808,3036,3905
761856,3043,3922
763904,3049,3915
765952,3058,3919
768000,3065,3912
770048,3074,3933
772096,3081,3918
774144,3087,3978
776192,3094,3930
778240,3104,3949
780288,3110,3953
782336,3117,3951
784384,3124,3965
786432,3132,3954
788480,3142,3942
790528,3147,3959
792576,3148,3973
794624,3160,3964
796672,3167,3957
798720,3174,3966
800768,3181,3973
802816,3190,3980
804864,3198,3995
806912,3204,3985
808960,3212,3989
811008,3218,4018
813056,3222,3992
815104,3232,3998
817152,3244,4014
819200,3250,4002
821248,3256,3998
823296,3261,4004
825344,3271,4000
827392,3274,4013
829440,3286,4019
831488,3292,4027
833536,3303,4029
835584,3308,4036
837632,3326,4026
839680,3321,4025
841728,3330,4021
843776,3338,4033
845824,3348,4036
847872,3350,4050
849920,3359,4027
851968,3365,4047
854016,3378,4054
856064,3380,4050
858112,3388,4067
860160,3394,4102
862208,3403,4067
864256,3409,4072
866304,3418,4054
868352,3425,4062
870400,3432,4054
872448,3438,4069
874496,3448,4064
876544,3453,4084
878592,3460,4071
880640,3467,4090
882688,3482,4084
884736,3490,4113
886784,3493,4142
888832,3531,4106
890880,3510,4140
892928,3513,4109
894976,3521,4138
897024,3527,4112
899072,3535,4097
901120,3543,4113
903168,3550,4110
905216,3555,4158
907264,3563,4106
909312,3571,4128
911360,3577,4112
913408,3593,4136
915456,3593,4135
917504,3601,4136
919552,3607,4128
921600,3613,4144
923648,3622,4174
925696,3629,4142
927744,3636,4141
929792,3643,4187
931840,3653,4163
933888,3665,4159
935936,3667,4146
937984,3673,4187
940032,3690,4169
942080,3688,4207
944128,3696,4178
946176,3701,4185
948224,3713,4171
950272,3716,4198
952320,3726,4184
954368,3730,4215
956416,3741,4214
958464,3751,4199
960512,3756,4226
962560,3762,4238
964608,3775,4191
966656,3775,4248
968704,3785,4196
970752,3789,4231
972800,3803,4214
974848,3805,4228
976896,3816,4240
978944,3823,4229
980992,3828,4248
983040,3774,4109
985088,3950,4440
987136,4001,4506
989184,3948,4463
991232,4002,4526
993280,3962,4472
995328,4021,4497
997376,3977,4476
999424,4037,4523
1001472,3991,4471
1003520,4050,4527
1005568,4011,4490
1007616,4068,4522
1009664,4025,4478
1011712,4084,4529
1013760,4036,4485
1015808,4097,4542
1017856,4056,4514
1019904,4110,4546
1021952,4066,4507
1024000,4124,4560
1026048,4089,4501
1028096,4143,4567
1030144,4100,4507
1032192,4154,4578
1034240,4114,4529
1036288,4176,4571
1038336,4130,4524
1040384,4189,4596
1042432,4144,4524
1044480,4194,4598
1046528,4161,4548
1048576,4213,4593
1050624,4178,4557
1052672,4231,4606
1054720,4186,4574
1056768,4247,4637
1058816,4204,4922
1060864,5482,5839
1062912,4692,4585
1064960,4281,4614
1067008,4239,4568
1069056,4290,4625
1071104,4258,4608
1073152,4307,4646
1075200,4262,4604
1077248,4327,4643
1079296,4281,4605
1081344,4344,4641
1083392,4296,4603
1085440,4357,4661
1087488,4308,4609
1089536,4370,4669
1091584,4328,4611
1093632,4383,4704
1095680,4339,4646
1097728,4393,4696
1099776,4355,4641
1101824,4414,4697
1103872,4368,4654
1105920,4429,4702
1107968,4390,4658
1110016,4449,4714
1112064,4419,4726
1114112,4469,4760
1116160,4418,4748
1118208,4480,4819
1120256,4430,4770
1122304,4556,4789
1124352,4478,4796
1126400,4516,4822
1128448,4464,4685
1130496,4525,4718
1132544,4472,4684
1134592,4547,4733
1136640,4487,4692
1138688,4550,4784
1140736,4507,4723
1142784,4571,4750
1144832,4523,4700
1146880,4589,4754
1148928,4531,4702
1150976,4596,4790
1153024,4549,4721
1155072,4613,4777
1157120,4564,4713
1159168,4631,4771
1161216,4577,4722
1163264,4640,4788
1165312,4591,4738
1167360,4656,4786
1169408,4608,4754
1171456,4675,4803
1173504,4622,4755
1175552,4687,4816
1177600,4638,4760
1179648,4705,4811
1181696,4659,4772
1183744,4713,4806
1185792,4666,4777
1187840,4732,4839
1189888,4685,4790
1191936,4756,4844
1193984,4699,4799
1196032,4766,4845
1198080,4721,4794
1200128,4780,4843
1202176,4730,4795
1204224,4795,4944
1206272,4748,4815
1208320,4810,4861
1210368,4760,4863
1212416,4826,4872
1214464,4780,4809
1216512,4839,4871
1218560,4792,4875
1220608,4856,4895
1222656,4810,4855
1224704,4868,4896
1226752,4818,4841
1228800,4887,4907
1230848,4839,4841
1232896,4897,4928
1234944,4856,4843
1236992,4916,4904
1239040,4862,4870
1241088,4928,4909
1243136,4884,4858
1245184,4944,4924
1247232,4896,4874
1249280,4962,4931
1251328,4905,4875
1253376,4981,4932
1255424,4929,4877
1257472,4990,4940
1259520,4940,4892
1261568,5013,4943
1263616,4954,4904
1265664,5026,4944
1267712,4968,4917
1269760,5038,4966
1271808,4985,4905
1273856,5050,4973
1275904,5004,4912
1277952,5069,4969
1280000,5013,4952
1282048,5084,4977
1284096,5026,4931
1286144,5099,4992
1288192,5054,4925
1290240,5110,4987
1292288,5059,4934
1294336,5143,5005
1296384,5080,4957
1298432,5139,5010
1300480,5090,4943
1302528,5162,5048
1304576,5102,4969
1306624,5185,5051
1308672,5119,4996
1310720,5227,5038
1312768,5130,4986
1314816,5207,5032
1316864,5147,5010
1318912,5225,5052
1320960,5164,4992
1323008,5247,5073
1325056,5180,5024
1327104,5252,5086
1329152,5194,5023
1331200,5266,5054
1333248,5212,5025
1335296,5283,5116
1337344,5226,5026
1339392,5297,5082
1341440,5238,5048
1343488,5314,5083
1345536,5252,5059
1347584,5322,5085
1349632,5269,5035
1351680,5342,5103
1353728,5283,5045
1355776,5351,5115
1357824,5298,5042
1359872,5374,5130
1361920,5312,5054
1363968,5389,5133
1366016,5332,5051
1368064,5399,5143
1370112,5347,5067
1372160,5413,5134
1374208,5362,5082
1376256,5430,5140
1378304,5384,5090
1380352,5455,5132
1382400,5386,5099
1384448,5467,5142
1386496,5399,5092
1388544,5482,5145
1390592,5423,5096
1392640,5493,5158
1394688,5440,5102
1396736,5510,5182
1398784,5453,5135
1400832,5529,5179
1402880,5463,5120
1404928,5538,5204
1406976,5482,5130
1409024,5549,5230
1411072,5498,5146
1413120,5567,5237
1415168,5507,5155
1417216,5587,5201
1419264,5523,5153
1421312,5603,5212
1423360,5541,5146
1425408,5615,5224
1427456,5552,5152
1429504,5629,5244
1431552,5569,5165
1433600,5645,5234
1435648,5587,5193
1437696,5664,5231
1439744,5593,5203
1441792,5680,5250
1443840,5616,5200
1445888,5691,5256
1447936,5638,5212
1449984,5708,5280
1452032,5652,5200
1454080,5719,5262
1456128,5663,5234
1458176,5737,5272
1460224,5679,5205
1462272,5745,5292
1464320,5699,5231
1466368,5767,5298
1468416,5709,5242
1470464,5776,5306
1472512,5720,5237
1474560,5801,5320
1476608,5738,5229
1478656,5804,5310
1480704,5757,5306
1482752,5826,5319
1484800,5767,5241
1486848,5836,5330
1488896,5776,5260
1490944,5858,5331
1492992,5797,5283
1495040,5868,5343
1497088,5808,5288
1499136,5886,5348
1501184,5824,5281
1503232,5903,5382
1505280,5844,5299
1507328,5921,5374
1509376,5853,5310
1511424,5939,5360
1513472,5868,5298
1515520,5956,5383
1517568,5890,5331
1519616,5966,5380
1521664,5901,5309
1523712,5976,5381
1525760,5910,5323
1527808,5994,5403
1529856,5935,5347
1531904,6017,5434
1533952,5946,5345
1536000,6024,5394
1538048,5961,5338
1540096,6037,5406
1542144,5975,5347
1544192,6051,5454
1546240,5993,5385
1548288,6080,5428
1550336,6009,5366
1552384,6084,5427
1554432,6023,5389
1556480,6101,5432
1558528,6037,5365
1560576,6113,5441
1562624,6051,5385
1564672,6124,5463
1566720,6061,5392
1568768,6140,5468
1570816,6083,5394
1572864,6164,5480
1574912,6098,5401
1576960,6174,5472
1579008,6114,5416
1581056,6196,5473
1583104,6131,5420
1585152,6204,5475
1587200,6145,5427
1589248,6220,5509
1591296,6160,5432
1593344,6236,5514
1595392,6171,5448
1597440,6253,5515
1599488,6204,5447
1601536,6264,5522
1603584,6202,5457
1605632,6283,5523
1607680,6217,5452
1609728,6295,5526
1611776,6239,5477
1613824,6313,5550
1615872,6247,5468
1617920,6325,5540
1619968,6262,5482
1622016,6341,5560
1624064,6278,5484
1626112,6354,5552
1628160,6290,5496
1630208,6373,5566
1632256,6307,5502
1634304,6397,5573
1636352,6324,5508
1638400,6411,5620
1640448,6337,5539
1642496,6420,5602
1644544,6354,5502
1646592,6433,5613
1648640,6367,5515
1650688,6445,5603
1652736,6381,5515
1654784,6465,5599
1656832,6397,5568
1658880,6487,5614
1660928,6413,5541
1662976,6495,5624
1665024,6422,5536
1667072,6510,5616
1669120,6436,5547
1671168,6531,5614
1673216,6452,5553
1675264,6539,5644
1677312,6466,5573
1679360,6555,5639
1681408,6481,5564
1683456,6572,5646
1685504,6500,5589
1687552,6588,5679
1689600,6519,5578
1691648,6600,5659
1693696,6529,5589
1695744,6619,5678
1697792,6544,5619
1699840,6631,5685
1701888,6557,5602
1703936,6647,5686
1705984,6578,5605
1708032,6664,5691
1710080,6590,5653
1712128,6677,5694
1714176,6606,5616
1716224,6696,5687
1718272,6622,5660
1720320,6722,5719
1722368,6636,5653
1724416,6722,5712
1726464,6653,5646
1728512,6737,5724
1730560,6662,5676
1732608,6753,5715
1734656,6687,5664
1736704,6763,5747
1738752,6693,5675
1740800,6778,5761
1742848,6713,5665
1744896,6796,5800
1746944,6725,5678
1748992,6819,5761
1751040,6740,5716
1753088,6827,5761
1755136,6753,5685
1757184,6840,5796
1759232,6768,5698
1761280,6866,5776
1763328,6783,5713
1765376,6879,5771
1767424,6802,5720
1769472,6889,5781
1771520,6812,5716
1773568,6907,5801
1775616,6831,5741
1777664,6917,5813
1779712,6852,5737
1781760,6934,5806
1783808,6861,5742
1785856,6976,5858
1787904,7018,7653
1789952,8444,5848
1792000,6887,5743
1794048,6982,5826
1796096,6902,5755
1798144,6995,5842
1800192,6921,5761
1802240,7008,5851
1804288,6936,5761
1806336,7023,5853
1808384,6942,5808
1810432,7042,5871
1812480,6961,5801
1814528,7057,5866
1816576,6980,5794
1818624,7077,5872
1820672,6993,5828
1822720,7083,5901
1824768,7012,5803
1826816,7103,5891
1828864,7024,5811
1830912,7117,6100
1832960,7043,5829
1835008,7133,5900
1837056,7059,5821
1839104,7148,5901
1841152,7078,5847
1843200,7168,6177
1845248,7132,6104
1847296,7226,6255
1849344,7125,6088
1851392,7238,6190
1853440,7131,6016
1855488,7220,5947
1857536,7133,5866
1859584,7232,5939
1861632,7144,5866
1863680,7241,5947
1865728,7157,5877
1867776,7255,5959
1869824,7175,5900
1871872,7274,5953
1873920,7188,5885
1875968,7290,5973
1878016,7204,5892
1880064,7298,5979
1882112,7221,5901
1884160,7313,5986
1886208,7238,5931
1888256,7331,6009
1890304,7251,5921
1892352,7354,6005
1894400,7266,5926
1896448,7364,6012
1898496,7284,5927
1900544,7381,6007
1902592,7298,5929
1904640,7394,6000
1906688,7311,5931
1908736,7408,6014
1910784,7339,5993
1912832,7422,6040
1914880,7339,5950
1916928,7443,6061
1918976,7353,5974
1921024,7455,6050
1923072,7414,5966
1925120,7475,6060
1927168,7385,5977
1929216,7479,6055
1931264,7399,5987
1933312,7506,6078
1935360,7412,6007
1937408,7512,6073
1939456,7436,6011
1941504,7530,6106
1943552,7447,5995
1945600,7550,6111
1947648,7461,6014
1949696,7559,6094
1951744,7487,6024
1953792,7577,6104
1955840,7491,6024
1957888,7593,6124
1959936,7507,6030
1961984,7599,6107
1964032,7524,6030
1966080,7633,6098
1968128,7536,6037
1970176,7632,6116
1972224,7560,6062
1974272,7650,6131
1976320,7566,6045
1978368,7659,6151
1980416,7587,6060
1982464,7679,6145
1984512,7595,6076
1986560,7692,6172
1988608,7618,6091
1990656,7707,6162
1992704,7637,6132
1994752,7725,6164
1996800,7642,6071
1998848,7739,6183
2000896,7659,6089
2002944,7755,6168
2004992,7677,6106
2007040,7772,6184
2009088,7687,6121
2011136,7785,6197
2013184,7702,6123
2015232,7802,6205
2017280,7720,6115
2019328,7819,6202
2021376,7732,6145
2023424,7844,6245
2025472,7754,6136
2027520,7848,6219
2029568,7763,6130
2031616,7861,6228
2033664,7779,6161
2035712,7875,6234
2037760,7796,6170
2039808,7897,6251
2041856,7804,6167
2043904,7902,6245
2045952,7824,6178
2048000,7922,6248
